rppH	GO:0050779
rppH	GO:0034353
rppH	GO:0016818
rpiB	GO:0004751
rpiB	GO:0004751
rpiB	GO:0019316
dnaK	GO:0008270
dnaK	GO:0009408
dnaJ	GO:0003756
dnaJ	GO:0008270
dnaJ	GO:0006457
dnaJ	GO:0042026
dnaJ	GO:0051082
dnaJ	GO:0016020
dnaJ	GO:0005737
dnaJ	GO:0008270
dnaJ	GO:0016020
dnaJ	GO:0008270
dnaJ	GO:0006260
dnaJ	GO:0009408
rpsT	GO:0022627
rihC	GO:0006974
dapB	GO:0008652
dapB	GO:0019877
carA	GO:0005737
carA	GO:0004088
carA	GO:0006541
carA	GO:0006526
carA	GO:0006207
carB	GO:0005524
carB	GO:0004088
carB	GO:0004087
carB	GO:0046872
carB	GO:0019856
carB	GO:0008652
carB	GO:0004088
carB	GO:0000166
carB	GO:0000166
carB	GO:0016597
caiF	GO:0009437
caiE	GO:0008735
caiE	GO:0009437
caiD	GO:0008809
caiD	GO:0042413
caiB	GO:0008735
caiB	GO:0042413
caiB	GO:0008735
fixA	GO:0009437
fixB	GO:0009437
fixC	GO:0050660
fixC	GO:0051536
fixC	GO:0004174
fixC	GO:0009437
kefF	GO:0009055
kefC	GO:0006813
kefC	GO:0006885
kefC	GO:0005887
kefC	GO:0005887
folA	GO:0042493
apaH	GO:0008796
apaH	GO:0015949
apaH	GO:0008803
surA	GO:0060274
surA	GO:0006457
surA	GO:0050821
surA	GO:0003755
surA	GO:0043165
surA	GO:0030288
lptD	GO:0005515
lptD	GO:0043165
lptD	GO:0015920
rluA	GO:0031118
rluA	GO:0031119
rluA	GO:0009451
rluA	GO:0009982
rluA	GO:0001522
rluA	GO:0008033
rluA	GO:0006364
araA	GO:0019568
araA	GO:0008733
araB	GO:0019568
araB	GO:0008741
araB	GO:0008741
araB	GO:0005737
araB	GO:0016773
araB	GO:0019572
araB	GO:0019568
araB	GO:0016052
araC	GO:0019568
setA	GO:0015767
setA	GO:0015542
setA	GO:0015758
setA	GO:0016020
leuD	GO:0009316
leuB	GO:0003862
leuB	GO:0034198
leuB	GO:0009098
leuA	GO:0009098
ftsI	GO:0008955
ftsI	GO:0008955
ftsI	GO:0031226
ftsI	GO:0005887
ftsI	GO:0005515
ftsI	GO:0032153
ftsI	GO:0051301
ftsI	GO:0008658
ftsI	GO:0042493
murE	GO:0008765
murF	GO:0047480
mraY	GO:0008963
murD	GO:0005737
ftsW	GO:0051301
ftsW	GO:0008360
ftsW	GO:0032153
ftsW	GO:0051301
ftsW	GO:0005515
murG	GO:0050511
murG	GO:0050511
murC	GO:0008763
murC	GO:0005515
murC	GO:0000287
murC	GO:0005524
ddlB	GO:0008716
ddlB	GO:0008716
ddlB	GO:0008716
ftsQ	GO:0051301
ftsQ	GO:0000917
ftsQ	GO:0005886
ftsQ	GO:0016021
ftsA	GO:0032153
ftsA	GO:0051301
ftsA	GO:0051301
ftsZ	GO:0003924
ftsZ	GO:0005737
ftsZ	GO:0051258
ftsZ	GO:0032153
ftsZ	GO:0051301
ftsZ	GO:0005525
ftsZ	GO:0003924
ftsZ	GO:0005525
ftsZ	GO:0005515
ftsZ	GO:0005515
ftsZ	GO:0005515
ftsZ	GO:0051258
lpxC	GO:0009245
lpxC	GO:0019213
secA	GO:0005515
secA	GO:0065002
secA	GO:0015031
secA	GO:0006605
secA	GO:0005737
secA	GO:0005886
secA	GO:0043952
nadC	GO:0005737
nadC	GO:0004514
nadC	GO:0009435
aceE	GO:0004738
aceF	GO:0005737
aceF	GO:0045254
aceF	GO:0045254
aceF	GO:0004742
aceF	GO:0031405
aceF	GO:0004738
aceF	GO:0006090
aceF	GO:0006086
lpd	GO:0004148
lpd	GO:0055114
lpd	GO:0006103
lpd	GO:0008270
lpd	GO:0006090
lpd	GO:0006103
lpd	GO:0006090
lpd	GO:0050660
lpd	GO:0015036
lpd	GO:0005737
acnB	GO:0003994
acnB	GO:0006097
acnB	GO:0006099
acnB	GO:0003729
cueO	GO:0042597
cueO	GO:0005507
cueO	GO:0016722
hpt	GO:0004422
hpt	GO:0032263
hpt	GO:0032264
hpt	GO:0004422
can	GO:0004089
folK	GO:0003848
pcnB	GO:0004652
pcnB	GO:0009451
pcnB	GO:0006397
pcnB	GO:0006276
pcnB	GO:0006378
pcnB	GO:0009451
pcnB	GO:0003723
pcnB	GO:0009451
pcnB	GO:0005737
pcnB	GO:0005737
mrcB	GO:0008955
mrcB	GO:0009002
fhuA	GO:0046790
fhuA	GO:0015643
fhuA	GO:0046790
fhuA	GO:0005506
fhuA	GO:0048037
btuF	GO:0042597
btuF	GO:0031419
btuF	GO:0015889
dgt	GO:0008832
dgt	GO:0003924
dgt	GO:0030145
dgt	GO:0050897
degP	GO:0006979
degP	GO:0030288
degP	GO:0006508
degP	GO:0004252
degP	GO:0004252
degP	GO:0006515
degP	GO:0009266
degP	GO:0006457
rpsB	GO:0022627
rpsB	GO:0008270
tsf	GO:0008270
rseP	GO:0005887
bamA	GO:0043165
bamA	GO:0005515
skp	GO:0006457
skp	GO:0030288
lpxD	GO:0016410
lpxD	GO:0009245
lpxD	GO:0016410
lpxA	GO:0008780
lpxA	GO:0005737
lpxB	GO:0019897
lpxB	GO:0005543
lpxB	GO:0008915
lpxB	GO:0009245
lpxB	GO:0009245
dnaE	GO:0008408
dnaE	GO:0003887
dnaE	GO:0005737
dnaE	GO:0003887
accA	GO:0006633
accA	GO:0042759
accA	GO:0005737
ldcC	GO:0008923
ldcC	GO:0006554
tilS	GO:0006400
tilS	GO:0032267
metN	GO:0005524
metN	GO:0016887
metN	GO:0048474
mltD	GO:0051353
mltD	GO:0008933
mltD	GO:0016020
rnhA	GO:0004523
rnhA	GO:0003676
rnhA	GO:0004519
dinB	GO:0006974
dinB	GO:0003887
dinB	GO:0000731
dinB	GO:0005737
yafN	GO:0006974
pepD	GO:0043171
mmuM	GO:0006974
argF	GO:0006974
paoC	GO:0005515
paoC	GO:0006974
paoB	GO:0005515
paoA	GO:0005515
betT	GO:0006974
prpC	GO:0019679
prpC	GO:0050440
prpD	GO:0047547
prpD	GO:0019679
cynS	GO:0005737
lacY	GO:0016020
lacY	GO:0030395
lacY	GO:0016021
lacY	GO:0008643
lacY	GO:0005351
