thrL	0.515151515151515
thrA	0.530653674380836
thrB	0.562700964630225
thrC	0.528360528360528
yaaX	0.538720538720539
yaaA	0.496782496782497
yaaJ	0.53319357092942
talB	0.519916142557652
mog	0.54421768707483
satP	0.530864197530864
yaaW	0.508403361344538
yaaI	0.488888888888889
dnaK	0.511215440792906
dnaJ	0.551724137931034
insL1	0.519317160826595
nhaA	0.51413881748072
nhaR	0.474613686534216
insB1	0.545634920634921
insA	0.528985507246377
rpsT	0.465909090909091
yaaY	0.488584474885845
ribF	0.536093418259023
ileS	0.557685481008165
lspA	0.535353535353535
fkpB	0.544444444444444
ispH	0.550998948475289
rihC	0.562841530054645
dapB	0.534063260340633
carA	0.533507397737163
carB	0.562693978895096
caiF	0.45959595959596
caiE	0.549915397631134
caiD	0.540712468193384
caiC	0.51029601029601
caiB	0.526272577996716
caiA	0.538932633420822
caiT	0.518151815181518
fixA	0.525291828793774
fixB	0.56687898089172
fixC	0.549339549339549
fixX	0.569444444444444
yaaU	0.533033033033033
kefF	0.546139359698682
kefC	0.555018786902845
folA	0.527083333333333
apaH	0.557532621589561
apaG	0.518518518518518
rsmA	0.530413625304136
pdxA	0.563636363636364
surA	0.538461538461538
lptD	0.51380042462845
djlA	0.526960784313726
rluA	0.539393939393939
rapA	0.549019607843137
polB	0.553571428571429
araD	0.55316091954023
araA	0.554890219560878
araB	0.580246913580247
araC	0.525597269624573
yabI	0.538562091503268
thiQ	0.570815450643777
thiP	0.584109248913718
thiB	0.532520325203252
sgrR	0.548913043478261
sgrT	0.46969696969697
setA	0.485156912637829
leuD	0.514851485148515
leuC	0.557458957887223
leuB	0.554945054945055
leuA	0.529898218829516
leuL	0.471264367816092
leuO	0.457142857142857
ilvI	0.529275362318841
ilvH	0.502032520325203
cra	0.549253731343284
mraZ	0.520697167755991
rsmH	0.552016985138004
ftsL	0.502732240437158
ftsI	0.539898132427844
murE	0.565860215053763
murF	0.551140544518028
mraY	0.533702677746999
murD	0.548974943052392
ftsW	0.530120481927711
murG	0.560861423220974
murC	0.547425474254743
ddlB	0.515743756786102
ftsQ	0.53309265944645
ftsA	0.52098178939034
ftsZ	0.541666666666667
lpxC	0.510893246187364
secM	0.539961013645224
secA	0.524020694752402
mutT	0.492307692307692
yacG	0.515151515151515
zapD	0.514784946236559
coaE	0.526570048309179
guaC	0.513409961685824
hofC	0.519534497090607
hofB	0.534632034632035
ppdD	0.530612244897959
nadC	0.531319910514541
ampD	0.53804347826087
ampE	0.52046783625731
aroP	0.526928675400291
pdhR	0.558169934640523
aceE	0.530405405405405
aceF	0.54675118858954
lpd	0.530526315789474
yacH	0.538834951456311
acnB	0.558891454965358
yacL	0.520661157024793
speD	0.461635220125786
speE	0.507497116493656
yacC	0.5
cueO	0.546744036105738
gcd	0.554161438728565
hpt	0.506517690875233
can	0.506787330316742
yadG	0.496224379719525
yadH	0.507133592736706
yadI	0.492063492063492
yadE	0.495121951219512
panD	0.5249343832021
yadD	0.488372093023256
panC	0.526995305164319
panB	0.545911949685535
yadC	0.403551251008878
yadK	0.413735343383585
yadL	0.425742574257426
yadM	0.428070175438596
htrE	0.433410315627406
yadV	0.443994601889339
yadN	0.447863247863248
folK	0.5
pcnB	0.558655221745351
gluQ	0.5361380798274
dksA	0.526315789473684
sfsA	0.493617021276596
ligT	0.559322033898305
hrpB	0.565843621399177
mrcB	0.551479289940828
fhuA	0.512477718360071
fhuC	0.568922305764411
fhuD	0.546576879910213
fhuB	0.597579425113464
hemL	0.555035128805621
clcA	0.538677918424754
erpA	0.507246376811594
yadS	0.536858974358974
btuF	0.529338327091136
mtn	0.523605150214592
dgt	0.479578392621871
degP	0.539649122807017
cdaR	0.528497409326425
yaeH	0.444444444444444
yaeI	0.514145141451415
dapD	0.530909090909091
glnD	0.539468761690984
map	0.50440251572327
rpsB	0.513774104683196
tsf	0.498826291079812
pyrH	0.527548209366391
frr	0.508960573476703
dxr	0.526315789473684
ispU	0.5
cdsA	0.508158508158508
rseP	0.509238728750924
bamA	0.506781750924784
skp	0.502057613168724
lpxD	0.528265107212476
fabZ	0.504385964912281
lpxA	0.531051964512041
lpxB	0.537859007832898
rnhB	0.57286432160804
dnaE	0.549526270456503
accA	0.522916666666667
ldcC	0.508870214752568
yaeR	0.505128205128205
tilS	0.58044649730562
rof	0.47843137254902
yaeP	0.507462686567164
yaeQ	0.523809523809524
arfB	0.541371158392435
nlpE	0.523206751054852
yaeF	0.493333333333333
proS	0.545084351367074
tsaA	0.55225988700565
rcsF	0.533333333333333
metQ	0.491421568627451
metI	0.522935779816514
metN	0.529069767441861
gmhB	0.501736111111111
dkgB	0.462686567164179
yafC	0.496174863387978
yafD	0.526841448189763
yafE	0.490384615384615
mltD	0.519499632082414
gloB	0.402116402116402
yafS	0.493775933609959
rnhA	0.504273504273504
dnaQ	0.501366120218579
yafT	0.427480916030534
ykfM	0.30625
yafV	0.547341115434501
ivy	0.5
fadE	0.568916155419223
gmhA	0.509499136442142
yafJ	0.536458333333333
yafK	0.484480431848853
yafQ	0.39426523297491
dinJ	0.467432950191571
yafL	0.524
rayT	0.447791164658635
dinB	0.541666666666667
yafN	0.421768707482993
yafO	0.43609022556391
yafP	0.432671081677704
pepD	0.513717421124829
gpt	0.518518518518518
frsA	0.536546184738956
phoE	0.446969696969697
proB	0.5625
proA	0.543062200956938
ykfI	0.511695906432749
yafW	0.569182389937107
ykfH	0.558558558558559
ykfG	0.584905660377358
yafX	0.555555555555556
ykfF	0.5875
ykfB	0.525641025641026
yafY	0.506756756756757
yafZ	0.577858880778589
ykfA	0.568287037037037
perR	0.479865771812081
insI1	0.458333333333333
insH1	0.546705998033432
mmuP	0.548433048433048
mmuM	0.603429796355841
afuC	0.563514804202483
insB1	0.551587301587302
insA	0.532608695652174
yagA	0.620779220779221
yagE	0.616061606160616
yagF	0.667174796747967
yagG	0.62472885032538
yagH	0.643699565487275
yagI	0.632411067193676
argF	0.588059701492537
insB1	0.551587301587302
insA	0.532608695652174
yagK	0.448165869218501
yagL	0.373390557939914
yagM	0.362573099415205
yagN	0.435374149659864
intF	0.443254817987152
paoD	0.599791013584117
paoC	0.594361073215098
paoB	0.607105538140021
paoA	0.547826086956522
yagU	0.452032520325203
ykgJ	0.503030303030303
ecpE	0.530239099859353
ecpD	0.515815085158151
ecpC	0.552652414885194
ecpB	0.548579970104634
ecpA	0.52891156462585
ecpR	0.390862944162437
ykgL	0.43859649122807
ykgO	0.418439716312057
ykgM	0.458333333333333
ykgR	0.284313725490196
insE1	0.5
insF1	0.551326412918108
rclC	0.44949494949495
rclB	0.354430379746835
rclA	0.455505279034691
rclR	0.512280701754386
ykgE	0.505555555555556
ykgF	0.502100840336134
ykgG	0.521551724137931
ykgH	0.369207772795217
betA	0.570915619389587
betB	0.582484725050917
betI	0.568027210884354
betT	0.553097345132743
yahA	0.459136822773186
yahB	0.493033226152197
yahC	0.528112449799197
yahD	0.453795379537954
yahE	0.471064814814815
yahF	0.555555555555556
yahG	0.583509513742072
yahI	0.561514195583596
yahJ	0.562545191612437
yahK	0.533333333333333
yahL	0.388480392156863
yahM	0.467479674796748
yahN	0.494047619047619
yahO	0.38768115942029
prpR	0.551984877126654
prpB	0.561167227833894
prpC	0.556410256410256
prpD	0.569559228650138
prpE	0.583995760466349
codB	0.538888888888889
